id,searched_keywords,searched_location,profile_crawled,title,currated_title,company,location,description,seniority,employent_type,job_function,industry
security officer at savills 2600934794,Security Guard,,TRUE,Security Officer,security_guard,Savills,"Birmingham, England, United Kingdom",,,,,
security officer at global 2547460381,Security Guard,,TRUE,Security Officer,security_guard,Global,"London, England, United Kingdom",,,,,
security officer at treehouse london 2593973967,Security Guard,,TRUE,Security Officer,security_guard,Treehouse London,"London, England, United Kingdom",,,,,
security officer  C2 A318 per hour at security applications ltd 2593490067,Security Guard,,TRUE,Security Officer,security_guard,,"London, England, United Kingdom",motivated hardworking reliable attention to details,,,,
security officer at london metropolitan university 2588222676,Security Guard,,TRUE,Security Officer,security_guard,London Metropolitan University,"London, England, United Kingdom",,,,,
security officer at newman event services ltd 2583221010,Security Guard,,TRUE,Security Officer,security_guard,Newman Event Services LTD,"Oxford, England, United Kingdom",,,,,
security officer at aventus security 2573695670,Security Guard,,TRUE,Security Officer,security_guard,,"Middlesbrough, England, United Kingdom",,,,,
security officer at mandarin oriental hotel group 2481165068,Security Guard,,TRUE,Security Officer,security_guard,Mandarin Oriental Hotel Group,"London, England, United Kingdom","Be intimately knowledgeable of FLHSS (Fire, Life, Health, Safety, and Security) related rules and regulations pertaining to One Hyde Park Residences and all shared areas with the Management Company  Be proficient in obtaining witness statements, writing incident reports via software provided.  Record all relevant incidents in the Occurrence Book.  Comply with the Code of Practice for Security Staff.  To be trained in First Aid emergency techniques and fire safety.  Respond directly to all activations of access and panic alarms.  Provide security awareness training and information to Associates as and when required.  Conduct random audits in all departments to ensure the policy on key control is adhered to.  Investigate, administrate and report all accidents with an emphasis on incidents as legislated by RIDDOR.  Conduct daily hazard patrols, communicating findings to relevant Associates for action in compliance to One Hyde Park particular Risk Assessment strategies  Conduct regular patrols of the Complex with a particular emphasis is on public areas and means of escape.  Ensure that One Hyde Park grooming standards are consistently maintained  To ensure that each colleague performs to the required level of service in order to meet and exceed in-house residences and visitors expectations  To ensure that personal appearance and hygiene standards are an example for the team and reflect a professional image for our residences  Protection of residence’s and Management Company assets  Creation and provision of Lost and Found processes throughout the building  Set example for all colleagues to emulate by complying with all Management Company policies and procedures  To monitor and conduct surveillance on any malpractices on premises  To carry out any other reasonable requests as directed by your managerEnsuring that any employed CCTV/work-related security and surveillance systems are professionally operated at all times when assigned and to relay all pertinent information to the Supervisor or Security Manager  Not to release any CCTV footage to third party/law enforcement agency without court orderPrevious relevant experience in a position within Safety & Security ServicesExcellent communication skills in all aspectsMust possess excellent organisational and administrative skills, good working knowledge of Microsoft Word/Excel/OutlookConfident, approachable, professional, and able to use diplomacy to handle different situationsTo be passionate about delivering the very best service for your residentsFlexible work hours including night shift to meet the demands of a 24-hour operation.CCTV, Defib and First Aid certificationsAdditional languages would be beneficialPrevious experience in luxury hotel or residences",,,,
security officer at icts uk ireland 2550594477,Security Guard,,TRUE,Security Officer,security_guard,ICTS UK & IRELAND,"Severn Beach, England, United Kingdom",,,,,
security officer at elite security sw 2488364617,Security Guard,,TRUE,Security Officer,security_guard,,"St. Austell, England, United Kingdom",,,,,
security officer at griffmunks security 2587514947,Security Guard,,TRUE,Security Officer,security_guard,,"Camberley, England, United Kingdom",,,,,
security officer at alpha omega securities ltd 2583308138,Security Guard,,TRUE,Security Officer,security_guard,Alpha Omega Securities Ltd,"Long Bennington, England, United Kingdom",,,,,
security officer at northern security ltd 2600863847,Social Security Specialist,,TRUE,Security Officer,security_guard,Northern Security Ltd,"Penrith, England, United Kingdom",Remain vigilant at all times Reliable and efficient timekeeping skills The ability to effectively manage and prioritise our customers’ requirements SIA Licence essentialProviding an onsite professional security presence Actively protecting people and property on site Completing site patrols and fire watch Completing site incident reporting CCTV monitoring Interaction with external agencies Carry out other duties as agreed by clientsFull training will be provided 28 days holiday (pro rata for part time hours) We offer Company contributory pension Full uniform provided free of charge Working as part of a team and on your own Located just off the M6 near to the heart of Penrith Provide full COVID PPE Voluntary SIA savings scheme available to join,,,,
security officer at unitrust protection services uk ltd 2589892274,Security Guard,"London, England, United Kingdom",TRUE,Security Officer,security_guard,UniTrust Protection Services (UK) Ltd,"London, England, United Kingdom",,,,,
security officer at pertemps harrow 2597566579,Security Guard,"London, England, United Kingdom",TRUE,Security Officer,security_guard,,"London, England, United Kingdom",,,,,
security officer at mitie 2580354849,Security Guard,"London, England, United Kingdom",TRUE,Security Officer,security_guard,Mitie,"London, England, United Kingdom","To protect our customer’s property, people and/or assets by providing security services in direct accordance with the sites published Assignment Instructions (AI’s) and any subsequent changes.Delivering results that meet and / or exceed the Key performance indicators / Service Level Agreement for the customer through full responsibility and accountability, providing a service that aids in the retention of the contract.To undertake additional training to ensure continuous self-development.To be aware of and ensure compliance with all aspects of policies and relevant legal and regulatory requirements as directed by the Security Account Manager and in accordance with UK Law and Guidance bodies.Fully and satisfactorily complete all of the tasks and duties on site as defined within the published Assignment Instructions (AI’s).Proactively refer to and review the published Assignment Instructions, thus familiarising oneself with any changes in order to suggest additional amendments that will improve or enhance the current level of service.To be compliant with Industry and Statutory Legislation (you are required to obtain a front-line licence in either Security Guarding or Door Supervision), which must be worn at all times whilst carrying out your duties. . There are also additional courses that are contracturally required.Comply with legal obligations and safety requirements of the role.Follow instructions and procedures appropriately without unnecessarily challenging authorityWork in a systematic, methodology and orderly way.Fully and satisfactorily complete all required competency training.To undertake additional training to ensure continuous self-development as directed by the Security Account Manager.Use technology to achieve key work objectives and develop job knowledge and expertise through continual professional development.You are required to ensure you renew your licence 16 weeks before expiry.Look out for, and to immediately report, any Health & Safety hazards, or potential hazards, on site.Stay alert to any threats or changes within the work environment in order to take the appropriate action to reduce the chance of disruption, loss or damage.Use common sense and initiative by immediately involving others if a situation appears to become threatening.To maintain professional conduct in the face of difficult situations and challenging customersComplete an accurate, detailed notebook entry as soon as possible after any incident, which can then be used as part of the Incident Report process.Keep to schedules and demonstrate commitment to Mitie and the Client.To ensure check calls are being carried out at the allocated time slot as stipulated in the Assignment Instructions (AI’s).To call emergency services and Communication Centre to report all incidents.Previous Security ExperienceSIA LicenseSC Clearance desirable",,,,
